lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,333314,873186
Alianza Juntos Por El Cambio: Macri - Pichetto,208620,873186
Alianza Consenso Federal: Lavagna - Urtubey,30866,873186
Alianza Frente Nos: Gómez Centurión - Hotton,21730,873186
Unite Por La Libertad Y La Dignidad: Espert - Rosales,9386,873186
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,6702,873186
Partido Autonomista: Romero Feris - Sueldo,4766,873186
Movimiento Al Socialismo: Castañeira - Mulhall,2845,873186
Alianza Frente Patriota: Biondini - Venturino,1093,873186
Movimiento De Acción Vecinal: Albarracín - Pastore,947,873186
Votos En Blanco,14447,873186
Votos Nulos,8680,873186
