lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,157209,511624
Alianza Unidos Por Una Nueva Alternativa (Una),100906,511624
Alianza Cambiemos,86266,511624
Alianza Frente De Izquierda Y De Los Trabajadores,14558,511624
Alianza Progresistas: Stolbizer - Olaviaga,5193,511624
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,2738,511624
Mst - Nueva Izquierda: Bodart - Ripoll,2002,511624
Alianza Frente Popular: De Gennaro - Codoni,1981,511624
Movimiento Al Socialismo: Castañeira - Ayala,1834,511624
Partido Popular: Yattah - Moretta,974,511624
Movimiento De Accion Vecinal: Albarracín - Dib,768,511624
Votos En Blanco,15200,511624
Votos Nulos,4981,511624
