lista,votos,electores,cargos
Frente Justicialista Popular,95407,202891,8
Union Civica Radical,64247,202891,6
Union De Centro Democratico,1102,202891,0
Alianza Izquierda Unida,625,202891,0
Socialista Popular,399,202891,0
Democrata Progresista,374,202891,0
Frente Humanista - Verde,184,202891,0
Autentico Formoseño,181,202891,0
Socialista,5,202891,0
Votos En Blanco,1852,202891,0
Votos Nulos,676,202891,0
