lista,votos,electores
Alianza Frente De Todos: Fernández - Fernández,380099,923918
Alianza Juntos Por El Cambio: Macri - Pichetto,176605,923918
Alianza Frente Nos: Gómez Centurión - Hotton,36232,923918
Alianza Consenso Federal: Lavagna - Urtubey,33807,923918
Unite Por La Libertad Y La Dignidad: Espert - Rosales,11627,923918
Alianza Frente De Izquierda Y De Trabajadores: Del Caño - Del Pla,8049,923918
Movimiento Al Socialismo: Castañeira - Mulhall,3136,923918
Alianza Frente Patriota: Biondini - Venturino,1538,923918
Movimiento De Acción Vecinal: Albarracín - Pastore,1247,923918
Partido Autonomista: Romero Feris - Sueldo,677,923918
Votos En Blanco,20990,923918
Votos Nulos,7560,923918
