lista,votos,electores,cargos
Perón - Quijano (Alianza Laborista – Unión Civica 	Radical Junta Renovadora – De La Rioja),10203,25716,8
Tamborini - Mosca (Alianza Unión Democrática),8976,25716,0
Votos Blancos Y Nulos,278,25716,0
