lista,votos,electores
Menem - Romero (Alianza Frente Por La Lealtad-Ucede),4740907,25480440
Kirchner - Scioli (Alianza Frente Para La Victoria),4312517,25480440
López Murphy - Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),3173475,25480440
Rodriguez Saá - Posse (Frente Movimiento Popular-Unión Y Libertad),2735829,25480440
Carrió - Gutiérrez (Alianza Afirmación Para Una Republica Igualitaria),2723574,25480440
Moreau - Losada (Union Civica Radical),453360,25480440
Walsh - Parrilli (Alianza Izquierda Unida),332863,25480440
Bravo - Giustiniani (Socialista),217385,25480440
Altamira - Salas (Obrero),139399,25480440
Venturino - Pinto Kramer (Confederacion Para Que Se Vayan Todos),129764,25480440
Sullings - Ambrosio (Humanista),105702,25480440
Arcagni - Zenof (Alianza Tiempo De Cambios-Unión Popular),63449,25480440
Mazziteli - Camps (Socialista Auténtico),50239,25480440
Zaffore - Perie (Movimiento De Integración Y Desarrollo),47951,25480440
Herrera - Cúneo (Demócrata Cristiano),47750,25480440
Breide Obeid - Vasena (Partido De La Reconstrucción),42460,25480440
Mussa - Suarez (Alianza Unidos O Dominados),39505,25480440
Terán - Bonacci (Movimiento Por La Dignidad Y La Independencia),31766,25480440
Votos En Blanco,196574,25480440
Votos Nulos,345642,25480440
