lista,votos,electores
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),217474,672685
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),94359,672685
Kirchner-Scioli (Alianza Frente Para La Victoria),64048,672685
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),40265,672685
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),32732,672685
Altamira-Salas (Obrero),13814,672685
Moreau-Losada (Union Civica Radical),7885,672685
Walsh-Parrilli (Alianza Izquierda Unida),3370,672685
Sullings-Ambrosio (Humanista),2315,672685
Bravo-Giustiniani (Socialista),2056,672685
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),1748,672685
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),1475,672685
Herrera-Cuneo (Democrata Cristiano),1404,672685
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),1162,672685
Mussa-Suárez (Alianza Unidos O Dominados),816,672685
Breide Obeid-Vasena (Popular De La Reconstruccion),429,672685
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),88,672685
Mazzitelli-Camps (Socialista Autentico),16,672685
Votos Blancos,3986,672685
Votos Nulos,8373,672685
