lista,votos,electores
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),172207,653617
Moreau-Losada (Union Civica Radical),96142,653617
Kirchner-Scioli (Alianza Frente Para La Victoria),93744,653617
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),55751,653617
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),32073,653617
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),23437,653617
Walsh-Parrilli (Alianza Izquierda Unida),2965,653617
Bravo-Giustiniani (Socialista),1896,653617
Altamira-Salas (Obrero),1762,653617
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),1711,653617
Mazzitelli-Camps (Socialista Autentico),1472,653617
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),1431,653617
Mussa-Suárez (Alianza Unidos O Dominados),1289,653617
Sullings-Ambrosio (Humanista),1240,653617
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),1053,653617
Herrera-Cuneo (Democrata Cristiano),1039,653617
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),562,653617
Breide Obeid-Vasena (Popular De La Reconstruccion),133,653617
Votos Blancos,5650,653617
Votos Nulos,5854,653617
