lista,votos,electores
Ledesma Abdala De Zamora-Neder (Alianza Frente Civico Por Santiago),298915,652408
Rached-Pereyra (Alianza Frente Progresista Civico Y Social),67000,652408
"""Chabay"" Ruiz-Fares Ruiz (Movimiento Viable)",51333,652408
Iturre-Corradi De Beltrán (Alianza Frente Para La Victoria),20813,652408
Lobo-Guidet (Alianza Frente De Izquierda Y De Los Trabajadores),7740,652408
Mustafá-Navarro (Fe),7282,652408
Trejo-Diambra (Movimiento Socialista De Los Trabajadores),6391,652408
Bashier-Salvatierra (Movimiento Independiente De Jubilados Y Desocupados),1961,652408
Tarchini Román-Costilla (Autonomista),1506,652408
Votos En Blanco,5546,652408
Votos Nulos,3941,652408
Votos Recurridos,98,652408
