lista,votos,electores
Schiaretti - Campana,582973,2371145
Juez - Rins,565239,2371145
Negri - Abella,347698,2371145
Olivero - Salas (Frente De Izquierda Y Los Trabajadores),28830,2371145
Ingaramo - Dueñas (Primero La Gente),12584,2371145
Lamelas Paz - González (De Los Trabajadores Socialistas),10778,2371145
Luque - Marello (Humanista),9288,2371145
Gomez - Dellafiore (Movimiento Socialista De Los Trabajadores),7835,2371145
Lemme - Jaime (Movimiento De Unidad Popular),3013,2371145
Votos En Blanco,107020,2371145
Votos Nulos,32264,2371145
