lista,votos,electores
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",205831,575374
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),187054,575374
Cavallo - Caro Figueroa (Alianza Accion Por La Republica),36891,575374
Reyna - Moccia (Alianza Frente De La Resistencia - Corriente Patria Libre),1684,575374
Méndez - Pompei (Humanista),1015,575374
Walsh - Leonardi (Alianza Izquierda Unida),924,575374
Mussa - Herrera (Alianza Social Cristiana),690,575374
Altamira - Rieznik (Obrero),685,575374
Montes - Hernández (De Los Trabajadores Socialistas),546,575374
Votos En Blanco,8375,575374
Votos Nulos,4161,575374
