lista,votos,electores
Justicialista,48849,147100
Union Civica Radical,44976,147100
Movimiento De Integracion Y Desarrollo,17733,147100
Alianza Federal,9119,147100
Votos En Blanco,3901,147100
Votos Nulos,436,147100
