lista,votos,electores
Frente Justicialista Renovador,2808576,7159561
Union Civica Radical,2396364,7159561
Union De Centro Democratico - Democrata Progresista - Union Conservadora - Union Catolica Democratica,291589,7159561
Intransigente,171348,7159561
Movimiento Al Socialismo,101791,7159561
Frente Amplio De Liberacion,83753,7159561
Alianza Unidad Socialista,58037,7159561
Movimiento De Integracion Y Desarrollo,36654,7159561
Frente Movimiento Union Popular 17 De Octubre,27782,7159561
Conservador Autonomista,21821,7159561
Obrero,20444,7159561
Alianza Patriotica,9829,7159561
Alianza Confedracion Laborista,7966,7159561
Movimiento Patriotico De Liberacion,6705,7159561
Votos En Blanco,105170,7159561
Votos Nulos,30988,7159561
