lista,votos,electores
Alianza Frente Para La Victoria,68659,231925
Alianza Compromiso Federal,27189,231925
Alianza Unión Para El Desarrollo Social,24457,231925
Alianza Frente Popular,4996,231925
Alianza Frente Amplio Progresista,4595,231925
Coalición Cívica-Afirmación Para Una República Igualitaria,2261,231925
Alianza Frente De Izquierda Y De Los Trabajadores,2163,231925
Movimiento Acción Vecinal,602,231925
Alianza Proyecto Sur,518,231925
Del Campo Popular,452,231925
Votos En Blanco,35351,231925
Votos Nulos,2546,231925
