lista,votos,electores,cargos
Union Civica Radical,58723,147100,8
Justicialista,50095,147100,6
Alianza Federal,6439,147100,0
Movimiento De Integracion Y Desarrollo,4434,147100,0
Intransigente,549,147100,0
Confederacion Nacional De Centro,184,147100,0
Frente De Izquierda Popular,181,147100,0
Democrata Cristiano,165,147100,0
Socialista Popular,106,147100,0
Votos En Blanco,3590,147100,0
Votos Nulos,548,147100,0
