lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,73042,237523
Alianza Cambiemos,41929,237523
Alianza Unidos Por Una Nueva Alternativa (Una),33984,237523
Alianza Frente De Izquierda Y De Los Trabajadores,6889,237523
Alianza Progresistas: Stolbizer - Olaviaga,2525,237523
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,1871,237523
Movimiento Al Socialismo: Castañeira - Ayala,1186,237523
Mst - Nueva Izquierda: Bodart - Ripoll,1061,237523
Alianza Frente Popular: De Gennaro - Codoni,905,237523
Partido Popular: Yattah - Moretta,470,237523
Movimiento De Accion Vecinal: Albarracín - Dib,425,237523
Votos En Blanco,3937,237523
Votos Nulos,3582,237523
