lista,votos,electores
"Binner - Tessio (Frente Progresista, Civico Y Social)",864524,2325135
Bielsa - Galán (Frente Para La Victoria),688197,2325135
Tate - Millet (Union Civica Radical),36916,2325135
Bonini - Montenegro (Jubilados Y Jovenes),9503,2325135
Gomez - Viglianco (Humanista),9274,2325135
Blanco - Giudice (Obrero),8805,2325135
Parlante - Del Greco (Movimiento Socialista De Los 		Trabajadores),6345,2325135
Ibaldi - Mendicino (De Participacion Popular),5620,2325135
Mordini - Casa (Frente De Agrupaciones Politicas 		Autoconvocadas),4835,2325135
Eiguren - Tona (Movimiento Por La Dignidad Y La 		Independencia),4022,2325135
Cuassolo - Mancinelli Coria (Autonomista),3321,2325135
Votos En Blanco,133376,2325135
Votos Nulos,16436,2325135
