lista,votos,electores
Alianza Frente Para La Victoria,564908,2491166
Alianza Frente Popular,414575,2491166
Alianza Frente Amplio Progresista,267189,2491166
Alianza Compromiso Federal,207539,2491166
Alianza Unión Para El Desarrollo Social,189284,2491166
Coalición Cívica-Afirmación Para Una República Igualitaria,116635,2491166
Alianza Frente De Izquierda Y De Los Trabajadores,76348,2491166
Alianza Proyecto Sur,29879,2491166
Movimiento 	Acción Vecinal,3182,2491166
Del Campo Popular,2654,2491166
Votos En Blanco,32866,2491166
Votos Nulos,22305,2491166
