lista,votos,electores
Kirchner-Scioli (Alianza Frente Para La Victoria),85937,299941
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),55078,299941
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),19897,299941
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),19353,299941
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),13360,299941
Moreau-Losada (Union Civica Radical),7912,299941
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),1538,299941
Sullings-Ambrosio (Humanista),839,299941
Walsh-Parrilli (Alianza Izquierda Unida),822,299941
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),806,299941
Altamira-Salas (Obrero),785,299941
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),765,299941
Bravo-Giustiniani (Socialista),702,299941
Mazzitelli-Camps (Socialista Autentico),655,299941
Herrera-Cuneo (Democrata Cristiano),578,299941
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),9,299941
Mussa-Suárez (Alianza Unidos O Dominados),7,299941
Breide Obeid-Vasena (Popular De La Reconstruccion),4,299941
Votos Blancos,1890,299941
Votos Nulos,2670,299941
