lista,votos,electores
Frente Justicialista Popular,180660,471191
Union Civica Radical,138685,471191
Frente Pais Solidario,30678,471191
Movimiento Por La Dignidad Y La Independencia,7931,471191
Alianza Sur,539,471191
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas - Frente Obrero Socialista,215,471191
Humanista,126,471191
Movimiento Socialista De Los Trabajadores,103,471191
Movimiento Democratico Popular Antimperialista,88,471191
Corriente Patria Libre,73,471191
Frente Unidad Trabajadora - Obrero,72,471191
Votos En Blanco,7175,471191
Votos Nulos,1904,471191
