lista,votos,electores,cargos
Union Civica Radical,112216,439798,7
Pacto Autonomista Liberal,104052,439798,6
Justicialista,94105,439798,5
Movimiento De Integracion Y Desarrollo,11662,439798,0
Democrata Cristiano,2533,439798,0
Intransigente,2467,439798,0
Alianza Federal,2169,439798,0
Democrata Progresista,1926,439798,0
Frente De Izquierda Popular,271,439798,0
Socialista Popular,166,439798,0
Votos En Blanco,5175,439798,0
Votos Nulos,3057,439798,0
