lista,votos,electores,cargos
Frente Justicialista Popular,34756,80387,8
Union Civica Radical,24241,80387,6
Alianza De Centro,2573,80387,0
Alianza Izquierda Unida,1028,80387,0
Obrero,474,80387,0
Alianza Unidad Socialista,305,80387,0
Frente Humanista - Verde,132,80387,0
Votos En Blanco,591,80387,0
Votos Nulos,293,80387,0
