lista,votos,electores,cargos
Frente Justicialista Popular,94826,244381,7
Union Civica Radical,83661,244381,6
Alianza De Centro,12848,244381,1
Alianza Izquierda Unida,4630,244381,0
Socialista Democratico,1746,244381,0
Obrero,1260,244381,0
Frente Humanista - Verde,957,244381,0
Votos En Blanco,6191,244381,0
Votos Nulos,2018,244381,0
