lista,votos,electores,cargos
Justicialista,84051,215074,8
Union Civica Radical,61173,215074,6
Movimiento Popular Jujeño,22303,215074,2
Movimiento De Integracion Y Desarrollo,1421,215074,0
Federal,1288,215074,0
Intransigente,877,215074,0
Movimiento Al Socialismo,506,215074,0
Socialista Popular,369,215074,0
Obrero,303,215074,0
Socialista Democratico,138,215074,0
Frente De Izquierda Popular,72,215074,0
Votos En Blanco,6289,215074,0
Votos Nulos,2563,215074,0
