lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,160751,512587
Alianza Cambiemos,81260,512587
Alianza Unidos Por Una Nueva Alternativa (Una),76875,512587
Alianza Frente De Izquierda Y De Los Trabajadores,11991,512587
Alianza Progresistas: Stolbizer - Olaviaga,11208,512587
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,6775,512587
Alianza Frente Popular: De Gennaro - Codoni,3155,512587
Movimiento Al Socialismo: Castañeira - Ayala,2500,512587
Partido Popular: Yattah - Moretta,1812,512587
Mst - Nueva Izquierda: Bodart - Ripoll,1648,512587
Movimiento De Accion Vecinal: Albarracín - Dib,965,512587
Votos En Blanco,11628,512587
Votos Nulos,7052,512587
