lista,votos,electores,cargos
Pacto Autonomista Liberal - Democrata Progresista,171528,503919,13
Justicialista,132848,503919,9
Alianza Para El Cambio,69774,503919,4
Accion Correntina,13407,503919,0
Alianza Frente Popular Correntino,1586,503919,0
Alianza Patriotica Correntina,883,503919,0
Movimiento Al Socialismo,604,503919,0
Alianza Convocatoria Abierta Para Las Bases,447,503919,0
Votos En Blanco,3964,503919,0
Votos Nulos,1721,503919,0
