lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),14932,66897,5
Alende-Gelsi (Unión Cívica Radical Intransigente),6163,66897,2
Aramburu-Etchevehere (Unión Del Pueblo Argentino),5029,66897,1
Aramburu-Thedy (Demócrata Progresista),2962,66897,0
Sueldo-Cerro (Demócrata Cristiano),2530,66897,0
Otros,4102,66897,0
Votos En Blanco Y Nulos,10472,66897,0
