lista,votos,electores
Romero - Wayar (Al.frente Justicialista Para La Victoria),206081,678058
Zottos - Vittar (Renovador De Salta),101288,678058
San Millan - Valle (Al.unidos Por Salta),70131,678058
Foffani - Condori (Obrero),27789,678058
Farfan - Piraino (Afirmación Por Una República Igualitaria),3857,678058
Boetsch - Orue Ferreyra (Al.izquierda Unida - Socialista),3362,678058
Sanchez - Talice (Unión Popular),1942,678058
Votos En Blanco,4701,678058
Votos Nulos,3117,678058
Votos Recurridos,1429,678058
