lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),40156,79942,6
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),18340,79942,2
Solano Lima - Maldonado (Demócrata Conservador Popular),4617,79942,0
Palacios - Sánchez Viamonte (Socialista),3874,79942,0
Otros,527,79942,0
Votos En Blanco Y Nulos,7099,79942,0
