lista,votos,electores
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),198587,543536
"De La Rua - Alvarez (Alianza Para El Trabajo, La Justicia Y La Educacion)",189094,543536
Cavallo - Caro Figueroa (Accion Por La Republica),21898,543536
Mussa - Herrera (Alianza Social Cristiana),3481,543536
Méndez - Pompei (Humanista),2116,543536
Walsh - Leonardi (Alianza Izquierda Unida),1801,543536
Altamira - Rieznik (Obrero),1748,543536
Reyna - Moccia (Frente De La Resistencia),1621,543536
Votos Blancos,3714,543536
Votos Nulos,2399,543536
