lista,votos,electores
De La Rua - Alvarez,901300,2138698
Duhalde - Ortega (Alianza Concertacion Justicialista Para El Cambio),536184,2138698
Cavallo - Caro Figueroa,205869,2138698
Walsh - Leonardi (Alianza Izquierda Unida),13517,2138698
Altamira - Rieznik (Obrero),10200,2138698
Méndez - Pompei (Humanista),8315,2138698
Mussa - Herrera (Alianza Social Cristiana),5289,2138698
Reyna - Moccia (Frente De La Resistencia),4953,2138698
Montes - Hernández (De Los Trabajadores Socialistas),3902,2138698
Quarracino - Rearte (Socialista Autentico),3809,2138698
Votos En Blanco,43051,2138698
Votos Nulos,14157,2138698
