lista,votos,electores,cargos
Perón - Quijano (Alianza Unión Civica Radical Yrigoyenista – Laborista),15488,29267,8
Tamborini - Mosca (Alianza Unión Democrática),7049,29267,0
Votos Blancos Y Nulos,413,29267,0
