lista,votos,electores,cargos
Olmos-Jofre (Demócrata De Mendoza),92813,453900,5
Illia-Perette (Unión Cívica Radical Del Pueblo),78804,453900,4
Tres Banderas,72942,453900,4
Blanco,67298,453900,4
Aramburu-Etchevehere (Unión Del Pueblo Argentino),24640,453900,3
Palacios-Soria (Socialista Argentino),20130,453900,3
Otros,23775,453900,1
Votos En Blanco Y Nulos,23650,453900,0
