lista,votos,electores,cargos
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),58042,130978,16
Tamborini - Mosca (Alianza Unión Democrática),47065,130978,0
Unión Cívica Radical Lencinista,3918,130978,0
Votos Blancos Y Nulos,2508,130978,0
