lista,votos,electores,cargos
Union Civica Radical,5410,15349,2
Justicialista,4180,15349,2
Intransigente,406,15349,0
Movimiento De Integracion Y Desarrollo,329,15349,0
Union De Centro Democratico,108,15349,0
Alianza Federal,77,15349,0
Democrata Cristiano,65,15349,0
Socialista Autentico,54,15349,0
Frente De Izquierda Popular,52,15349,0
Obrero,29,15349,0
Conservador Popular,13,15349,0
Socialista Popular,11,15349,0
Votos En Blanco,2760,15349,0
Votos Nulos,406,15349,0
