lista,votos,electores,cargos
Justicialista,22324,54974,7
Union Civica Radical,19077,54974,7
Movimiento De Integracion Y Desarrollo,844,54974,0
Intransigente,668,54974,0
Movimiento Al Socialismo,146,54974,0
Obrero,123,54974,0
Frente De Izquierda Popular,87,54974,0
Alianza Democrata Progresista,44,54974,0
Socialista Popular,37,54974,0
Votos En Blanco,890,54974,0
Votos Nulos,960,54974,0
