lista,votos,electores,cargos
Frente Justicialista Popular,69480,172505,8
Union Civica Radical,57744,172505,6
Alianza De Centro,5066,172505,0
Alianza Izquierda Unida,2850,172505,0
Democrata Liberal - Movimiento Popular Provincial,2327,172505,0
Confederacion Federalista Independiente,1522,172505,0
De Los Jubilados,814,172505,0
Socialista Popular,654,172505,0
Frente Humanista - Verde,641,172505,0
Votos En Blanco,2638,172505,0
Votos Nulos,867,172505,0
