lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,287200,1031024
Alianza Cambiemos,252820,1031024
Alianza Unidos Por Una Nueva Alternativa (Una),128690,1031024
Alianza Progresistas: Stolbizer - Olaviaga,24334,1031024
Alianza Frente De Izquierda Y De Los Trabajadores,9172,1031024
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,7106,1031024
Mst - Nueva Izquierda: Bodart - Ripoll,4202,1031024
Movimiento Al Socialismo: Castañeira - Ayala,3581,1031024
Alianza Frente Popular: De Gennaro - Codoni,3193,1031024
Partido Popular: Yattah - Moretta,1917,1031024
Movimiento De Accion Vecinal: Albarracín - Dib,1198,1031024
Votos En Blanco,103212,1031024
Votos Nulos,9143,1031024
