lista,votos,electores,cargos
Laborista Nacional,54449,203650,4
Movimiento Federal Democratico,42491,203650,3
Illia-Perette (Unión Cívica Radical Del Pueblo),22602,203650,2
Olmos-Jofre (Union Provincial),15477,203650,1
Alende-Gelsi (Unión Cívica Radical Intransigente),7895,203650,0
Otros,7107,203650,0
Votos En Blanco Y Nulos,6186,203650,0
