lista,votos,electores
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),80833,217756
Kirchner-Scioli (Alianza Frente Para La Victoria),22265,217756
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),18977,217756
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),18015,217756
Moreau-Losada (Union Civica Radical),12825,217756
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),5812,217756
Altamira-Salas (Obrero),1173,217756
Walsh-Parrilli (Alianza Izquierda Unida),963,217756
Bravo-Giustiniani (Socialista),655,217756
Sullings-Ambrosio (Humanista),601,217756
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),506,217756
Herrera-Cuneo (Democrata Cristiano),486,217756
Breide Obeid-Vasena (Popular De La Reconstruccion),110,217756
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),7,217756
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),5,217756
Mussa-Suárez (Alianza Unidos O Dominados),0,217756
Mazzitelli-Camps (Socialista Autentico),0,217756
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),0,217756
Votos Blancos,1859,217756
Votos Nulos,1647,217756
