lista,votos,electores
Alianza Frente Justicialista,63687,175321
Union Civica Radical,37527,175321
Alianza Frente Pais Solidario,19336,175321
Movimiento Por La Dignidad Y La Independencia,498,175321
Alianza Sur,302,175321
Alianza Frente Unidad De Los Trabajadores,149,175321
Movimiento Socialista De Los Trabajadores,91,175321
Corriente Patria Libre,88,175321
Humanista,63,175321
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,56,175321
Votos En Blanco,23312,175321
Votos Nulos,405,175321
