lista,votos,electores
Closs - Gimenez (Alianza Frente Renovador De La 		Concordia),170985,662629
Tschirsch - Pischik (Alianza Frente Para La Victoria),127379,662629
Puerta - Repetto (Alianza Frente Unión Popular),70078,662629
Velazquez - Di Marco (Frente Por La Dignidad 29 Octubre),26800,662629
Brignole - Moschner (Alianza Frente De Todos),25396,662629
Andersen - Galeano (Alianza Frente Una Nación Avanzada),16960,662629
Lopez - Rios (Acción Por Una República De Iguales),4450,662629
Acuña - Fessler (Unión De Centro Democrático),1927,662629
Ramallo - Iza (Unión De Voces Y Gente Nueva),753,662629
Locher - Rodriguez De Sosa (Integración Ciudadana),535,662629
Votos En Blanco,47040,662629
Votos Nulos,9630,662629
