lista,votos,electores,cargos
Justicialista,137369,388537,9
Union Civica Radical,135398,388537,8
Renovador De Salta,18844,388537,1
Movimiento Popular Salteño,3197,388537,0
Alianza Salteña,3089,388537,0
Movimiento De Integracion Y Desarrollo,1774,388537,0
Intransigente,1340,388537,0
Democrata Cristiano,1122,388537,0
Obrero,475,388537,0
Frente De Izquierda Popular,454,388537,0
Alianza Democrata Socialista,356,388537,0
Votos En Blanco,4489,388537,0
Votos Nulos,3188,388537,0
