lista,votos,electores
Justicialista,169273,543497
Union Civica Radical,91763,543497
Alianza Frepaso,50870,543497
Accion Chaqueña,49821,543497
Movimiento De Izquierda,21414,543497
Union De Centro Democratico,8763,543497
Movimiento Por La Dignidad Y La Independencia,3567,543497
Alianza Sur,1728,543497
Humanista,812,543497
Movimiento Socialista De Los Trabajadores,720,543497
Frente Coincidencia Patriotica,644,543497
Alianza Fut - Obrero,590,543497
Alianza Movimiento Al Socialismo - De Los Trabajadores Socialistas,518,543497
Corriente Patria Libre,506,543497
Votos En Blanco,6667,543497
Votos Nulos,3140,543497
