lista,votos,electores
Kirchner-Scioli (Alianza Frente Para La Victoria),1910516,9473857
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),1515638,9473857
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),1176058,9473857
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),1136160,9473857
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),1027635,9473857
Walsh-Parrilli (Alianza Izquierda Unida),169757,9473857
Bravo-Giustiniani (Socialista),88556,9473857
Moreau-Losada (Union Civica Radical),82302,9473857
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),74534,9473857
Altamira-Salas (Obrero),59947,9473857
Sullings-Ambrosio (Humanista),49430,9473857
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),34690,9473857
Mazzitelli-Camps (Socialista Autentico),25837,9473857
Breide Obeid-Vasena (Popular De La Reconstruccion),18236,9473857
Mussa-Suárez (Alianza Unidos O Dominados),17404,9473857
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),15701,9473857
Herrera-Cuneo (Democrata Cristiano),15272,9473857
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),10537,9473857
Votos Blancos,60316,9473857
Votos Nulos,137793,9473857
