lista,votos,electores,cargos
Alianza Conservador ? Union Popular,68687,272958,6
Illia-Perette (Unión Cívica Radical Del Pueblo),42362,272958,3
Alende-Gelsi (Unión Cívica Radical Intransigente),27808,272958,3
Aramburu-Etchevehere (Unión Del Pueblo Argentino),11858,272958,1
Aramburu-Thedy (Demócrata Progresista),10041,272958,1
Otros,12364,272958,0
Votos En Blanco Y Nulos,29854,272958,0
