lista,votos,electores,cargos
Frente Justicialista Popular,58416,177768,6
Union Civica Radical,43387,177768,4
Movimiento Popular Neuquino,35466,177768,4
Union De Centro Democratico,5772,177768,0
Alianza Izquierda Unida,2896,177768,0
Alianza Unidad Socialista,1047,177768,0
Frente Humanista - Verde,625,177768,0
Obrero,503,177768,0
Votos En Blanco,1570,177768,0
Votos Nulos,5082,177768,0
