lista,votos,electores,cargos
Illia-Perette (Unión Cívica Radical Del Pueblo),112358,476101,8
Alende-Gelsi (Unión Cívica Radical Intransigente),93408,476101,7
Tres Banderas,40773,476101,3
Olmos-Jofre (Demócrata),27719,476101,2
Aramburu-Etchevehere (Unión Del Pueblo Argentino),24454,476101,1
Sueldo-Cerro (Demócrata Cristiano),18693,476101,1
Aramburu-Thedy (Demócrata Progresista),10582,476101,0
Otros,20103,476101,0
Votos En Blanco Y Nulos,42984,476101,0
