lista,votos,electores
Kirchner-Scioli (Alianza Frente Para La Victoria),23437,69919
Menem-Romero (Alianza Frente Por La Lealtad - Union De Centro Democratico),10735,69919
Carrió-Gutiérrez (Alianza Afirmacion Para Una Republica Igualitaria),6131,69919
López Murphy-Gómez Diez (Alianza Movimiento Federal Para Recrear El Crecimiento),3605,69919
Rodríguez Saa-Posse (Alianza Frente Movimiento Popular - Union Y Libertad),3079,69919
Moreau-Losada (Union Civica Radical),412,69919
Walsh-Parrilli (Alianza Izquierda Unida),411,69919
Bravo-Giustiniani (Socialista),399,69919
Sullings-Ambrosio (Humanista),199,69919
Altamira-Salas (Obrero),173,69919
Venturino-Pinto Kramer (Confederacion Para Que Se Vayan Todos),172,69919
Arcagni-Zenof (Alianza Tiempos De Cambio - Union Popular),123,69919
Herrera-Cuneo (Democrata Cristiano),98,69919
Mussa-Suárez (Alianza Unidos O Dominados),73,69919
Zaffore-Perié (Movimiento De Integracion Y Desarrollo),72,69919
Terán-Bonacci (Movimiento Por La Dignidad Y La Independencia),62,69919
Breide Obeid-Vasena (Popular De La Reconstruccion),55,69919
Mazzitelli-Camps (Socialista Autentico),0,69919
Votos Blancos,222,69919
Votos Nulos,1185,69919
