lista,votos,electores
Alianza Frente Justicialista Federal,3663274,8210240
Alianza Frente Pais Solidario,1354371,8210240
Union Civica Radical,1120371,8210240
Movimiento Por La Dignidad Y La Independencia,141658,8210240
Comunista,32522,8210240
Movimiento Socialista De Los Trabajadores,25929,8210240
Socialista Autentico,25268,8210240
Union De Centro Democratico,24934,8210240
Solidaridad,14961,8210240
Democrata Progresista,14651,8210240
Humanista,12516,8210240
Movimiento Azul Y Blanco,11720,8210240
Movimiento Cristiano Independiente,9007,8210240
Corriente Patria Libre,8963,8210240
Alianza Frente Para La Coincidencia Patriotica,1941,8210240
Votos En Blanco,401758,8210240
Votos Nulos,30570,8210240
