lista,votos,electores,cargos
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),304854,649774,68
Tamborini - Mosca (Alianza Unión Democrática),261455,649774,0
Votos Blancos Y Nulos,8461,649774,0
