lista,votos,electores,cargos
Tamborini - Mosca (Alianza Unión Democrática),167723,373928,34
Perón - Quijano (Alianza Laborista – Unión Civica Radical Junta Renovadora),117069,373928,0
Votos Blancos Y Nulos,13788,373928,0
