lista,votos,electores
Alianza Cambiemos,363510,1364078
Alianza Frente Para La Victoria: Scioli - Zannini,336683,1364078
Alianza Unidos Por Una Nueva Alternativa (Una),134534,1364078
Alianza Frente De Izquierda Y De Los Trabajadores,90624,1364078
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,52519,1364078
Alianza Progresistas: Stolbizer - Olaviaga,13972,1364078
Alianza Frente Popular: De Gennaro - Codoni,3937,1364078
Movimiento Al Socialismo: Castañeira - Ayala,3048,1364078
Partido Popular: Yattah - Moretta,3010,1364078
Mst - Nueva Izquierda: Bodart - Ripoll,2531,1364078
Movimiento De Accion Vecinal: Albarracín - Dib,1576,1364078
Votos En Blanco,49446,1364078
Votos Nulos,16204,1364078
