lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),690398,1687813,50
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),601106,1687813,24
Palacios - Sánchez Viamonte (Socialista),101575,1687813,0
Ayarragaray - Sueldo (Demócrata Cristiano),53191,1687813,0
Otros,32968,1687813,0
Votos En Blanco Y Nulos,95580,1687813,0
