lista,votos,electores
Irrazábal–Ayrault (Frente Justicialista De Liberación),82108,191625
Barrios Arrechea-Falsone (Unión Cívica Radical),54450,191625
Tercera Posición,0,191625
Nueva Fuerza,0,191625
Otros,1840,191625
