lista,votos,electores
Ibarra - Telerman,590051,2597993
Macri - Rodríguez Larreta (Alianza Frente Compromiso Para El Cambio),660748,2597993
Zamora - Molina (Autodeterminacion Y Libertad),216168,2597993
Bullrich - Manfroni (Alianza Union Para Recrear Buenos Aires),171765,2597993
Caram - Isuani (Union Civica Radical),33324,2597993
Ripoll - Schiller (Alianza Izquierda Unida),21203,2597993
Mendez - Cassiani (Humanista),11000,2597993
Selser - Macaggi (Socialista Autentico),6054,2597993
Ramal - Rachid (Obrero),5449,2597993
Somoza - Soaje (Popular De La Reconstruccion),4838,2597993
Ferrari - Piqué Covone (Jubilados En Accion),4153,2597993
Traboulsi - Buffone (Democrata Cristiano),4025,2597993
Vilella - Gargiulo (Movimiento De Jubilados Y Juventud),4567,2597993
La Rocca - Colotto (Accion Ciudadana),3379,2597993
Rodríguez - Nuñez De Sabbatini,2780,2597993
Nani - González (Movimiento Para La Recuperacion De La Republica),2671,2597993
Clementi - Mac Allister (Movimiento De Integracion Y Desarrollo),2425,2597993
Castillo - D'atri (De Los Trabajadores Socialistas),2425,2597993
De Alva - Tato (Republica Con Oportunidades),1883,2597993
Mera Figueroa - Sollazo (Movimiento Por La Dignidad Y La Independencia),1720,2597993
Licastro - Pinto Kramer (Blanco De La Capital Federal),1717,2597993
Mussa - Herrera (Frente De Los Trabajadores Desocupados Y Jubilados Ucba),1568,2597993
Guidobono Rey - Ferreyra (Liga Socialista Revolucionaria),1492,2597993
Martorell - Aren (Reconstruccion Republicana),1338,2597993
Salmini - Onesti (Movimiento Al Socialismo),1277,2597993
Muñoz - Enciso (Movimiento Integracion Ciudadana),1151,2597993
Arias - Fiorillo (Generacion Intermedia),1111,2597993
Beica - Rosales (Convergencia Socialista),804,2597993
Votos En Blanco,39168,2597993
Votos Nulos,15512,2597993
