lista,votos,electores
Scioli - Zaninni (Alianza Frente Para La Victoria),186155,416760
Macri - Michetti (Alianza Cambiemos),130163,416760
Massa - Saenz (Alianza Unidos Por Una Nueva Alternativa),0,416760
Del Caño - Bregman (Alianza Frente De Izquierda Y De Los Trabajadores),0,416760
Stolbizer - Olaviaga (Alianza Progresistas),0,416760
Rodriguez Saa - Negre De Alonso (Alianza Compromiso Federal),0,416760
Votos En Blanco,3218,416760
Votos Nulos,6885,416760
