lista,votos,electores
Fernández De Kirchner - Cobos (Alianza Frente Para La Victoria),76283,236104
Carrió - Giustiniani (Alianza Confederacion Coalicion Civica),31814,236104
Lavagna - Morales (Alianza Concertacion Para Una Nacion Avanzada),21584,236104
"Rodriguez Saá - Maya (Alianza Frente Justicia, Union Y Libertad)",19884,236104
López Murphy - Bullrich (Recrear Para El Crecimiento),2014,236104
Solanas - Cadelli (Socialista Autentico),2003,236104
Ammann - Deleonardi (Alianza Frente Amplio Hacia La Unidad Latinoamericana),1603,236104
Sobisch - Asís,1232,236104
Montes - Heberling (Alianza Frente P.t.s. - M.a.s. - Izquierda Socialista),731,236104
Pitrola - Arroyos (Obrero),491,236104
Ripoll - Bidonde (Movimiento Socialista De Los Trabajadores),478,236104
Breide Obeid - Vergara (Popular De La Reconstruccion),281,236104
Castells - Pelozo (Movimiento Independiente De Jubilados Y Desocupados),143,236104
Mussa - Nespral (Confederacion Lealtad Popular),103,236104
Votos Blancos,31554,236104
Votos Nulos,2048,236104
