lista,votos,electores
De La Sota - Schiaretti (Unión Por Córdoba),819902,2237167
Aguad - Rins (Juntos Por Córdoba),588932,2237167
Olivero - Alvarez (Izquierda Unida),50340,2237167
Gonzalez - Agrelo (Frente Por La Lealtad),39638,2237167
García - Vicente (Socialista),21396,2237167
Giesenow - Ceballos (Intransigente),17304,2237167
Obregón Cano - Boldú (Nuevo Movimiento),16901,2237167
Ignazi - Menendez (Humanista),14822,2237167
Salas - Moreno (Obrero),12055,2237167
Votos En Blanco,44418,2237167
Votos Nulos,28093,2237167
