lista,votos,electores,cargos
Frondizi - Gómez (Unión 	Cívica Radical Intransigente),65918,168524,7
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),29742,168524,3
Otros,18630,168524,0
Unión Provincial,11689,168524,0
Votos En Blanco Y Nulos,15112,168524,0
