lista,votos,electores,cargos
Frondizi - Gómez (Union Civica Radical Intransigente),1416021,3307497,70
Balbín - Del Castillo (Unión Cívica Radical Del Pueblo),851009,3307497,34
Palacios - Sánchez Viamonte (Socialista),167590,3307497,0
Otros,130861,3307497,0
Solano Lima - Maldonado (Demócrata Conservador Popular),82884,3307497,0
Ayarragaray - Sueldo (Demócrata Cristiano ),76205,3307497,0
Votos En Blanco Y Nulos,311497,3307497,0
