lista,votos,electores
Ibarra - Felgueras,884883,2553361
Cavallo - Béliz (Alianza Encuentro Por La Ciudad),595775,2553361
Roy - Castiñeira De Dios (P.a.i.s.),82482,2553361
Walsh - Schiller (Alianza Izquierda Unida),61578,2553361
Cartañá - Selser (Alianza Buenos Aires Para Todos),49855,2553361
Mendez - Cevey (Humanista Ecologista),30835,2553361
Granillo Ocampo - Jozami (Justicialista),30096,2553361
Rieznik - Villamil (Frente Unidad Trabajadora - Obrero),25968,2553361
Sacchi - De Biase (De Los Trabajadores Socialistas),8447,2553361
Marrone - Guidobono (Movimiento Al Socialismo),8198,2553361
Gaggero - Frondizi (Corriente Patria Libre),5321,2553361
Zimmermann - Chio (Nacionalista Constitucional),4314,2553361
Pinto Kramer - Caparroz (Blanco),3992,2553361
Montenegro - Calvete (Acción Ciudadana),2951,2553361
Votos En Blanco,48896,2553361
Votos Nulos,25422,2553361
