lista,votos,electores
Alianza Frente Para La Victoria: Scioli - Zannini,333269,864683
Alianza Cambiemos,156354,864683
Alianza Unidos Por Una Nueva Alternativa (Una),76376,864683
Alianza Frente De Izquierda Y De Los Trabajadores,11069,864683
Alianza Progresistas: Stolbizer - Olaviaga,9546,864683
Alianza Compromiso Federal: Rodríguez Saa - Negre De Alonso,4035,864683
Movimiento Al Socialismo: Castañeira - Ayala,3129,864683
Alianza Frente Popular: De Gennaro - Codoni,2982,864683
Partido Popular: Yattah - Moretta,2468,864683
Mst - Nueva Izquierda: Bodart - Ripoll,1760,864683
Movimiento De Accion Vecinal: Albarracín - Dib,993,864683
Votos En Blanco,15903,864683
Votos Nulos,3517,864683
