lista,votos,electores,cargos
Justicialista,130411,397068,9
Union Civica Radical,109012,397068,8
Tres Banderas,22583,397068,1
Alianza Popular,2568,397068,0
Intransigente,1146,397068,0
Movimiento De Integracion Y Desarrollo,1106,397068,0
Socialista Popular,709,397068,0
Alianza Federal,669,397068,0
Frente De Izquierda Popular,501,397068,0
Votos En Blanco,7354,397068,0
Votos Nulos,1440,397068,0
